type,detail,comment,raw_code,label
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",Duplicated,"        this.indexNameToId = new HashMap<String, Long>();",1
Sections of code should not be commented out,This block of commented-out lines of code should be removed.,Can we remove these comments when it comes time to check in?,            // URL configURL = new URL(_readerConfigFile);,1
Functional Interfaces should be as specialised as possible,Refactor this code to use the more specialised Functional Interface 'UnaryOperator<Boolean>',Good catch. The leak and the fix makes sense. ,"  private void shutdownCallback(Function<Boolean, Boolean> callback) {",0
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)","You have known the max size, using ArrayList please.",                    LinkedList<ProfileTaskSegmentSnapshot> buffer = new LinkedList<ProfileTaskSegmentSnapshot>();,0
Unused assignments should be removed,"Remove this useless assignment to local variable ""asslConfigs"".",Why not rename to `sslConfigs`?,"    Map<String, Object> asslConfigs = configs.entrySet().stream()",0
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,Suggest to rename it to `AuthorityFetcher`,public class ClusterAuthorizer {,0
Ternary operators should not be nested,Extract this nested ternary operation into an independent statement.,"This change isn't very satisfying, right? Instead of being able to debug something, we run tests with debugging disabled.",                                         : ActionProvider.COMMAND_TEST //TODO: COMMAND_DEBUG_TEST is missing?,0
Field names should comply with a naming convention,"Rename this field ""_functionInfo"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",(minor) remove `private` as it is already in a private class,    private final FunctionInfo _functionInfo;,0
"Return of boolean expressions should not be wrapped into an ""if-then-else"" statement",Replace this if-then-else statement by a single return statement.,"I think you can remove these `if` statements. IE:
// Instead of 
if (x || y )

// Just have 
return x || y
Here and elsewhere in this class.",    if (name.equals(tags.get(GenericMetadataDirectory.TAG_FILE_SIZE)),1
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,Suggest throwing `IllegalStateException`,"      throw new RuntimeException(""Expression cycle found for column '"" + column + ""' in Ingestion Transform Function""",1
Restricted Identifiers should not be used as Identifiers,Rename this variable to not match a restricted identifier.,Lambda in critical path seem to have a performance impact,"            result.stream().forEach(record -> response.append(""\n"")",0
"Constructors of an ""abstract"" class should not be declared ""public""","Change the visibility of this constructor to ""protected"".",Would you be able to add some javadoc here,public abstract class CopyExceptionWithFailureReason extends CopyException {,0
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)","        Pair<TPaloBrokerService.Client, TNetworkAddress> pair = getBrokerAddressAndClient(brokerDesc);","        Pair<TPaloBrokerService.Client, TNetworkAddress> pair = new Pair<TPaloBrokerService.Client, TNetworkAddress>(null, null);",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,'TODO' without ticket number.,//TODO Filter by table type must be added after 'view' type will appear.,1
Field names should comply with a naming convention,"Rename this field ""_expectedVersion"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Put `Integer.MIN_VALUE` as the default? We don't want to override the ZNRecord if this is not correctly set,  private int _expectedVersion = -1;,0
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,"nit: can you rename to StandardLimiterFactory or something along those lines. LimiterFactory sounds a bit too generic. Someone else may want to implement their own limiter and limiter factory.
",public class LimiterFactory {,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,"Can you log a Jira issue for this please?
",            //TODO: Make this Jackson Format implementation reusable,1
Field names should comply with a naming convention,"Rename this field ""_segmentsFrom"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Make all of them `final`,  private List<String> _segmentsFrom;,0
"Mutable fields should not be ""public static""","Make this member ""protected"".","The reason you put the CONTEXT here, is this for avoiding classloader isolation issue? If SO, add this to comments.","        public static Map<String, Object> CONTEXT = new HashMap<String, Object>();",0
Constants should not be defined in interfaces,Move constants defined in this interfaces to another class or enum.,"given the fact that `s3` namespace is already taken by AWS S3, can we switch to another prefix like `dell` or `ecs`?","  String ACCESS_KEY_ID = ""s3.access.key.id"";",0
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,Can you throw DetectorException?,      throw new RuntimeException(String.format(,1
Unused local variables should be removed,"Remove this unused ""result"" local variable.",remove local variable assignment since it's not used?,"        Map<String, Boolean> result = deleteFilesParallelize(metaClient, skipped, context, true);",1
Standard outputs should not be used directly to log anything,Replace this use of System.out or System.err by a logger.,"System.out?
",      System.out.println(result.diagnosticsByKind);,1
Unnecessary imports should be removed,Remove this unused import 'org.apache.curator.test.compatibility.CuratorTestBase'.,Unused import,import org.apache.curator.test.compatibility.CuratorTestBase;,1
"""public static"" fields should be constant","Make this ""public static INSTRUMENTATION"" field final",Why this?,    public static Instrumentation INSTRUMENTATION;,0
Generic wildcard types should not be used in return types,Remove usage of generic wildcard type.,"Maybe more of a question for @holachuy , as this behavior is in the legacy worker code as well: do we still plan on doing the security thing where we only load one importer and exporter in each worker instance to mitigate risk that some other service's malicious/broken code is called? In that case I think we'd want only one instance returned from each method here. Would be a potential good use case for the new java 9 service loading stuff.","    List<Exporter<?, ?>> getExporters();",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,implement this. It is important!,"        //TODO if indexes.size() == times.length, could we write a chunk at a time",1
Only static class initializers should be used,Move the contents of this initializer to a standard constructor or to field initializers.,Does this mean there is a logger per extension?,                    return new Logger() {{,0
"Non-primitive fields should not be ""volatile""","Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.",Static context isn't very good for tests I think,    private static volatile QuestionWriterReader questionWriterReader;,0
"Unused ""private"" fields should be removed","Remove this unused ""aliyunProperties"" private field.",Nit: Any usage for this variable ? Seems it could be converted to use a local variable. ,  private final AliyunProperties aliyunProperties;,1
